acidity,sulfur_dioxide,density,pH,alcohol,color,quality
6.5,131,0.99565,3.23,10.7,white,5
6.6,110,0.99056,3.05,11.4,white,6
6.9,118,0.99546,3,10.7,white,6
6.8,98,0.99058,3.02,11.3,white,6
6.4,70,0.99362,3.19,10,white,5
6.4,70,0.99362,3.19,10,white,5
7.4,119,0.99196,3.15,11.2,white,6
6.1,130,0.99255,3.07,9.7,white,5
5.5,85,0.99027,3.42,12.5,white,5
6.6,110,0.99302,3.27,12.9,white,8
7.1,160,0.99257,3.16,11.8,white,6
6.9,166,0.99506,3.16,10.6,white,5
7.1,160,0.99257,3.16,11.8,white,6
6.2,133,0.9952,3.19,10.7,white,6
6.1,162,0.99498,3.21,9.9,white,5
7.6,76,0.9903,2.96,12,white,6
7.5,163,0.99706,3.15,10.4,white,7
6.5,107,0.99398,3.19,8.5,white,5
6.6,82,0.99588,3.13,9.9,white,4
5.7,120,0.99691,3.08,9.4,white,6
7.4,134,0.99608,3.13,10.4,white,5
5.7,108,0.99142,3.3,11,white,6
5.8,110,0.99138,3.3,11,white,6
5.4,91,0.99432,3.19,10.4,white,6
5.7,116,0.99592,3.1,9.8,white,6
5.7,106,0.99691,3.08,9.4,white,6
5.9,142,0.99432,3.23,10.6,white,6
6.2,185,0.99266,3.28,10.1,white,5
6.5,96,0.99456,3.06,11.5,white,8
7.4,73,0.9915,3.06,11.4,white,6
7,93,0.99322,3.03,9.2,white,6
6.5,101,0.9927,3.12,9.7,white,6
7.3,79,0.99173,3.07,11.3,white,6
6.8,127,0.99412,3.15,9.6,white,6
6.7,179,0.99666,2.86,8.9,white,6
6.4,82,0.99425,3.26,10,white,6
6.4,112,0.99314,3.18,9.2,white,6
6.6,103,0.99672,3.08,9,white,6
6.4,98,0.99024,3.09,12.8,white,7
6.6,103,0.99672,3.08,9,white,6
8,136,0.99366,3.08,9.5,white,5
6.4,82,0.99425,3.26,10,white,6
6.6,140,0.99299,3.22,11,white,5
6.4,112,0.99314,3.18,9.2,white,6
6.3,99,0.99528,3.08,10.6,white,6
6.9,166,0.99568,3.23,10,white,5
6.9,166,0.99568,3.23,10,white,5
5.7,86,0.99062,3.31,11.7,white,7
6.9,80,0.99058,3.12,12.5,white,7
6.9,122,0.99059,3.07,11.1,white,7
5.3,141,0.99119,3.16,9.7,white,5
6.8,150,0.99727,3.04,12.3,white,6
6.7,105,0.99021,3.18,12.2,white,6
5,153,0.99238,3.75,11.3,white,6
7.6,193,0.99164,3.22,11.6,white,5
5.5,75,0.99006,3.31,11.3,white,6
6,95,0.99078,3.27,11.1,white,6
6.1,92,0.99036,3.26,11.2,white,6
7.5,107,0.99123,3.15,11.3,white,6
7.3,94,0.98978,3.07,12,white,6
6.2,158,0.99908,3.15,8.8,white,6
6.2,158,0.99908,3.15,8.8,white,6
6.5,143,0.99022,3.15,12,white,8
6.5,147,0.99024,3.15,12,white,7
7.4,122,0.9973,3.01,9,white,5
6.3,151,0.99853,3.12,9.3,white,6
6.2,171,0.99769,3.14,8.7,white,6
6.6,75,0.98954,3.1,12.8,white,6
6,72,0.98974,3.1,11.5,white,7
6.3,147,0.99382,3.08,10,white,5
6.3,147,0.99383,3.09,10,white,5
6.7,215,0.99538,3.33,10.3,white,5
6.6,227,0.99734,3.25,10.4,white,5
6.3,68,0.98981,3.22,13.4,white,7
6.8,130,0.99095,3.05,11.2,white,6
7.4,206,0.9964,3.26,9.1,white,5
7.4,206,0.9964,3.26,9.1,white,5
5.7,120,0.99411,3.33,10.8,white,6
6.8,89,0.9915,3.24,12.5,white,6
5.9,132,0.99234,3.63,11.3,white,5
5.9,128,0.99016,3.46,12.8,white,6
7.4,206,0.9964,3.26,9.1,white,5
6.6,72,0.98949,3.22,12.7,white,6
6.8,143,0.99287,3.1,11,white,7
6.8,149,0.99544,3.02,10.4,white,6
6.8,149,0.99544,3.02,10.4,white,6
5.9,136,0.9941,3.25,10.7,white,6
6.1,131,0.994,3.22,10.9,white,6
6.8,149,0.99544,3.02,10.4,white,6
6.8,160,0.99546,3.03,10.4,white,6
7.1,115.5,0.99737,3.16,9.7,white,7
6.8,143,0.99287,3.1,11,white,7
6.2,120,0.99767,3.19,9.6,white,6
5.8,76,0.98711,3.1,13.9,white,7
7.6,194,0.99714,3.07,9.4,white,5
7.4,193,0.99134,3.1,12.5,white,6
6.2,120,0.99767,3.19,9.6,white,6
6.1,187,0.9927,3.19,9.5,white,5
6.2,186,0.9948,3.19,9.6,white,5
6.1,187,0.9927,3.19,9.5,white,5
6.3,186,0.99481,3.18,9.6,white,5
7.4,168,0.99825,2.9,8.7,white,7
7.4,168,0.99825,2.9,8.7,white,7
7.4,168,0.99825,2.9,8.7,white,7
7.4,168,0.99825,2.9,8.7,white,7
7.4,168,0.99825,2.9,8.7,white,7
7.4,168,0.99825,2.9,8.7,white,7
7.2,120,0.99192,3.18,10.4,white,5
7,119,0.99184,3.22,10.7,white,5
6.6,83,0.99019,3.17,12,white,7
5.8,158,0.98998,3.19,12.1,white,7
6.3,118,0.98886,3.31,13.1,white,8
6,104,0.98998,3.32,12.4,white,6
6.7,123,0.98949,3.24,12.6,white,7
7.4,168,0.99825,2.9,8.7,white,7
6.6,101,0.99009,3.15,12,white,5
6.8,169,0.99252,3.27,11.6,white,6
7.1,99,0.99288,2.92,9.3,white,5
6.3,179,0.99659,3.06,9.3,white,6
6.9,157,0.99133,3.2,11.1,white,7
6.8,161,0.99324,3.1,10.2,white,6
6.4,113,0.99164,3.23,10.6,white,6
5.8,133,0.99107,3.16,11.3,white,7
6.9,198,0.9986,3.2,9.4,white,5
6.5,123,0.99708,3.09,9.3,white,6
6.6,68,0.99163,2.96,11.1,white,6
7.5,170,0.99605,3.13,9.9,white,6
6.2,82,0.99065,3.31,11.8,white,7
6.4,81,0.9903,3.26,12.6,white,7
6.9,198,0.9986,3.2,9.4,white,5
7.6,72,0.99236,3.06,10.5,white,5
5.9,108,0.98948,3.19,12.3,white,6
5.3,119,0.99045,3.32,11.3,white,6
6.4,105,0.9939,3.07,9.6,white,5
7,63,0.98985,3.2,12,white,6
7.8,140,0.99138,3.09,11.2,white,5
6.7,100,0.99348,3.12,10.2,white,6
8.1,100,0.99066,2.98,12.4,white,6
6.7,100,0.99348,3.12,10.2,white,6
7.1,87,0.98862,2.94,13.4,white,8
5.8,68,0.98865,3.24,12.6,white,6
6.3,149,0.99472,3.18,9.8,white,5
7.9,139,0.99792,2.94,9.1,white,5
8.1,100,0.99066,2.98,12.4,white,6
8,101,0.99035,3.03,12.5,white,6
6.7,85,0.99086,3.05,11.7,white,6
6.7,113,0.99013,3.29,12.9,white,6
6.2,183,0.99266,3.3,10.1,white,5
6.9,139,0.99517,3.06,10.3,white,6
6.7,85,0.99086,3.05,11.7,white,6
5.9,144,0.99666,3.24,10.3,white,6
6.1,107,0.991,3.34,10.8,white,7
5.6,89,0.99068,3.25,11.2,white,6
6.6,102,0.99084,3.29,11.8,white,6
6,134,0.9939,3.08,9.8,white,6
7.1,193,0.99624,3.04,10,white,6
6.6,164,0.99602,3.24,8.8,white,4
6.5,69,0.9926,3.14,10.1,white,4
7,210,0.99718,3.05,9.5,white,5
7,210,0.99718,3.05,9.5,white,5
7,210,0.99718,3.05,9.5,white,5
6.1,113,0.99344,3.07,9.2,white,4
8,180,0.99184,2.92,12.2,white,6
7,210,0.99718,3.05,9.5,white,5
6,92,0.99033,3.22,11.3,white,6
6.3,129,0.99248,3.26,12.1,white,6
6.1,113,0.99344,3.07,9.2,white,4
5.3,51,0.99076,3.51,11.2,white,4
5.4,87,0.99092,3.29,12.5,white,7
6.2,187,0.99486,3.31,10.6,white,5
5.6,171,0.99464,3.25,10.4,white,7
5.2,93,0.99235,3.44,10.1,white,7
6.2,201,0.99612,3.11,9.9,white,6
6.3,133,0.99202,2.97,11,white,6
6,122,0.99261,2.94,10,white,6
7.5,89,0.98964,3.14,12.7,white,6
6.6,92,0.99206,3.07,12.1,white,6
6.3,118,0.9938,3.23,10.4,white,6
6.3,120,0.99204,3.24,10.4,white,6
6.4,116,0.99736,3.14,9.2,white,5
6.4,116,0.99736,3.14,9.2,white,5
7.5,80,0.99192,3.05,10.5,white,5
6.4,116,0.99736,3.14,9.2,white,5
5.7,90,0.99002,3.27,11.9,white,7
6.5,130,0.996,3.08,10.1,white,6
6.4,140,0.99237,3.1,11.1,white,6
5.9,144,0.99214,3.13,10.8,white,7
6.8,72,0.99041,3.16,11.8,white,6
7.6,116,0.9982,3.04,9.2,white,5
7.6,116,0.99822,3.04,9.2,white,5
5.7,95,0.9893,3.07,12.3,white,6
6.6,124,0.99274,3.09,10.1,white,6
5.9,114,0.99105,3.25,11.4,white,6
5.5,161,0.99209,3.19,10.4,white,6
6.7,95,0.99676,3.2,9.8,white,6
7,91,0.99251,3.3,9.9,white,6
6.7,95,0.99676,3.2,9.8,white,6
5.3,74,0.99082,3.48,11.2,white,4
7.5,115,0.99567,3.15,10.9,white,5
6,119,0.99416,3.15,9.2,white,5
6,119,0.99416,3.15,9.2,white,5
5.8,121,0.9887,2.96,12,white,5
5.8,121,0.98871,2.96,12.1,white,6
3.8,114,0.99248,3.75,12.4,white,6
6.2,145,0.99184,3.22,11.2,white,6
6,120,0.98952,3.32,12.7,white,7
6.9,169,0.99267,3.26,12.2,white,6
7,164,0.99269,3.26,12.2,white,6
5.8,99,0.98912,3.23,12.2,white,6
6.2,145,0.99184,3.22,11.2,white,6
6,120,0.98952,3.32,12.7,white,7
6,117,0.9895,3.31,12.7,white,7
5.7,146,0.98999,3.17,12.1,white,6
7.1,192,0.9981,3.11,9.4,white,5
6.6,174,0.995,3.07,10.1,white,6
6.9,201,0.99848,3.08,9.4,white,5
5.7,113,0.99862,3.22,8.9,white,6
5.7,113,0.99862,3.22,8.9,white,6
5.7,113,0.99862,3.22,8.9,white,6
5.7,113,0.99862,3.22,8.9,white,6
5.2,117,0.98886,3.56,13,white,7
7.2,183,0.99474,3.08,10.3,white,5
5.6,47,0.99126,3.07,10.1,white,4
6.2,129,0.99691,3.23,10.5,white,6
5.7,113,0.99862,3.22,8.9,white,6
5.7,124,0.99773,3.3,10.1,white,5
5.7,124,0.99773,3.3,10.1,white,5
6,93,0.9928,3.15,11,white,6
6,93,0.9928,3.15,11,white,6
6,93,0.9928,3.15,11,white,6
6,93,0.9928,3.15,11,white,6
7.6,117,0.99288,3.08,10,white,5
7,76,0.99202,2.88,10.5,white,6
6.6,112,0.99606,2.87,9.7,white,6
5.7,124,0.99773,3.3,10.1,white,5
7.2,183,0.99922,3.25,9.4,white,5
6.9,119,0.99296,3.17,11.2,white,6
7.2,183,0.99922,3.25,9.4,white,5
7.4,121,0.99468,3.1,10.8,white,5
7.2,183,0.99922,3.25,9.4,white,5
6.9,119,0.99296,3.17,11.2,white,6
7,103,0.99388,3.13,11,white,6
5.6,111,0.99315,3.44,12.4,white,6
6.3,154,0.99478,3.1,9.4,white,6
6.4,156,0.99478,3.1,9.4,white,5
7.2,155,0.99692,3.01,9.5,white,5
7.1,204,0.99616,3.05,10,white,6
6.9,114,0.9902,3.16,12.5,white,6
6.1,115,0.9921,3.39,10.9,white,6
5.9,113,0.99462,3.38,10.5,white,6
6.1,133,0.99476,3.22,10.8,white,6
6.5,116,0.99178,3.38,11,white,7
6.2,87,0.99081,3.33,11.8,white,6
6.6,121,0.99198,3.36,12.6,white,6
5.6,140,0.99545,3.17,10.2,white,6
7.1,103,0.98997,3.12,12,white,5
6.9,114,0.9902,3.16,12.5,white,6
6.4,86,0.99089,3.32,11.5,white,6
6.3,117,0.99172,3.2,11.94,white,7
6.7,115,0.9901,3.12,12.89333333,white,7
7.2,94,0.99681,3.13,9.4,white,5
6.7,138,0.9893,3,12.2,white,7
6.3,117,0.99172,3.2,11.94,white,7
6.7,115,0.9901,3.12,12.89333333,white,7
6.4,191,0.99527,3.16,9.5,white,5
6.3,150,0.99445,3,10.6,white,6
7.4,121,0.99198,3.04,10.5,white,7
8.4,129,0.99085,2.89,11.46666667,white,6
5.9,100,0.99033,3.4,11.4,white,6
6.4,182,0.99538,3.12,9.5,white,5
7.4,168,0.99627,3.11,9.2,white,5
6.4,182,0.99538,3.12,9.5,white,5
6.4,145,0.99433,3.23,10.98,white,5
6.4,181,0.9954,3.12,9.4,white,5
6.4,182,0.99538,3.12,9.5,white,5
7.4,168,0.99627,3.11,9.2,white,5
7.3,155,0.99807,2.94,8.8,white,8
7.3,155,0.99807,2.94,8.8,white,8
7.3,155,0.99807,2.94,8.8,white,8
7.3,155,0.99807,2.94,8.8,white,8
7.3,155,0.99807,2.94,8.8,white,8
7.3,155,0.99807,2.94,8.8,white,8
7.3,155,0.99807,2.94,8.8,white,8
6.8,96,0.99232,3.23,10.4,white,8
7.3,155,0.99807,2.94,8.8,white,8
7.4,139,0.99788,3.04,10.03333333,white,6
5.7,141,0.99108,3.44,11.3,white,6
5.8,109,0.99234,3.37,10.4,white,6
6.7,106,0.99288,2.96,9.2,white,6
7.1,107,0.99195,3.11,11.1,white,6
6.7,106,0.99288,2.96,9.2,white,6
7.1,148,0.99121,3.03,11.3,white,7
7.6,148,0.99839,2.98,9.1,white,6
7.2,187,0.99738,2.96,9.4,white,5
7,73,0.98963,2.82,13.2,white,6
6.4,137,0.98946,3.22,12.7,white,6
7.3,148,0.99178,3.18,10.7,white,5
7.4,166,0.99136,3.11,11.43333333,white,6
6.4,169,0.99323,3.27,11.1,white,6
6.4,137,0.98946,3.22,12.7,white,6
6.2,178,0.99313,3.25,10.53333333,white,5
5.9,194,0.9912,3.31,11.6,white,6
6.5,179,0.99504,3.18,9.533333333,white,5
7.2,203,0.99461,3.17,9.8,white,6
7.3,148,0.99178,3.18,10.7,white,5
6.5,110,0.99008,3.22,12,white,6
6.2,123,0.98959,3.12,12.8,white,6
7.1,136,0.99663,3.14,9.5,white,5
6.4,119,0.99334,2.99,10.93333333,white,6
6.3,133,0.99561,2.86,9.1,white,5
5.9,117,0.98959,3.26,12.6,white,6
7.1,136,0.99663,3.14,9.5,white,5
6.5,109,0.99418,2.98,10.9,white,6
6.4,119,0.99334,2.99,10.93333333,white,6
6.5,115,0.9937,3.02,9.6,white,5
7,92,0.99372,3.18,9.3,white,5
7.1,112,0.99157,3.05,11.36666667,white,6
6.1,98,0.98918,3.14,12.5,white,6
6.4,171,0.9932,3.16,9.5,white,5
6,186,0.99235,3.22,11,white,6
6.1,133,0.99373,3.02,9.4,white,5
6.5,76,0.9914,3.21,11.33333333,white,6
6.5,126,0.99494,2.94,8.8,white,5
6.1,133,0.99373,3.02,9.4,white,5
5.7,143,0.99332,3.31,11.06666667,white,6
6.4,151,0.99198,3.22,12.2,white,6
7,110,0.99142,3.2,11,white,6
6.5,76,0.9914,3.21,11.33333333,white,6
6.4,182,0.99542,3.23,9.5,white,5
6.4,182,0.99542,3.23,9.5,white,5
6,170,0.9924,3.28,11,white,6
7.1,97,0.99112,3.11,11.2,white,6
6.7,100,0.99534,3.08,9.3,white,6
6.3,111,0.99338,3.05,10.8,white,4
6.2,167,0.99804,3.14,9.2,white,5
7.3,203,0.99899,3.25,9.4,white,5
6.2,167,0.99804,3.14,9.2,white,5
6.4,139,0.99724,3.25,10.5,white,6
6.3,143,0.99526,3.26,10.8,white,6
6.6,146,0.99676,3.1,9.4,white,5
7.4,173,0.99699,3.11,9.8,white,5
7.4,173,0.99699,3.11,9.8,white,5
7.4,173,0.99699,3.11,9.8,white,5
6.6,146,0.99676,3.1,9.4,white,5
7.4,173,0.99699,3.11,9.8,white,5
7.1,137,0.99461,3.02,12.1,white,6
6.8,176,0.99116,3.17,12.3,white,6
5.2,187,0.99362,3.19,9.733333333,white,5
5.9,197,0.99512,3.21,9.4,white,5
5.9,197,0.99512,3.21,9.4,white,5
6.3,140,0.9895,3.17,12.8,white,7
6.3,80,0.99043,2.92,11.05,white,6
5.7,197,0.99512,3.21,9.4,white,5
6.3,140,0.9895,3.17,12.8,white,7
5.7,182,0.99391,3.11,9.733333333,white,5
5.8,86,0.98963,3.23,13.1,white,7
7.1,114,0.99335,3.04,11.5,white,7
5.8,86,0.98963,3.23,13.1,white,7
7.1,114,0.99335,3.04,11.5,white,7
6.3,141,0.99824,3.08,9.1,white,5
5.7,182,0.99391,3.11,9.75,white,5
6.2,125,0.9917,3.19,10.5,white,6
6.6,118,0.99906,3.08,8.8,white,6
6.6,118,0.99906,3.08,8.8,white,6
6.6,118,0.99906,3.08,8.8,white,6
6.6,118,0.99906,3.08,8.8,white,6
6.2,125,0.9917,3.19,10.5,white,6
6.2,125,0.9917,3.19,10.5,white,6
6.6,118,0.99906,3.08,8.8,white,6
6.1,122,0.99415,3.22,9.9,white,6
6.2,123,0.99418,3.22,9.9,white,6
6.3,205,0.99611,3.11,9.9,white,5
6.9,166,0.99124,3.2,12.2,white,6
6.1,162,0.99179,3.27,10.8,white,6
8.1,134,0.99886,2.96,8.7,white,5
6.6,67,0.98924,3.21,13.2,white,6
6.7,94,0.99045,3.15,12.7,white,6
6.9,193,0.9969,3.21,9.4,white,5
7.2,161,0.99196,3.25,11.2,white,6
6.5,166,0.99339,3.24,11.33333333,white,6
6.7,92,0.99224,3.36,11.9,white,6
6.5,166,0.99339,3.24,11.35,white,6
6.1,131,0.99184,3.22,10.5,white,5
7.2,125,0.99428,3.09,9.8,white,5
6.7,146,0.99834,3.06,9.1,white,5
6.6,111,0.98918,3.16,12.4,white,6
6.7,146,0.99834,3.06,9.1,white,5
7.2,125,0.99428,3.09,9.8,white,5
5,116,0.99241,3.39,11.3,white,6
5,116,0.99241,3.39,11.3,white,6
4.4,111,0.98816,3.48,13.1,white,6
6.6,101,0.98916,3.04,12.5,white,6
7.3,122,0.99329,3.18,10.3,white,5
6.4,150,0.99535,3.23,10.7,white,6
6.9,136,0.99552,3.05,10.4,white,6
6.3,184,0.99514,3.22,9.5,white,5
6.3,173,0.99304,3.24,9.8,white,5
6.6,101,0.98916,3.04,12.5,white,6
6.6,149,0.9984,3,9.4,white,6
6,174,0.99911,3.14,9,white,5
6,174,0.99911,3.14,9,white,5
6,174,0.99911,3.14,9,white,5
6.6,129,0.98952,3.24,13,white,7
5.9,120,0.99403,3.27,9.9,white,5
6.6,149,0.9984,3,9.4,white,6
7.7,157,0.99312,3.27,10.6,white,6
7.1,109,0.98968,3.23,13.4,white,6
6.7,114,0.98946,3.12,12.5,white,6
6.6,141,0.9981,3.11,9.3,white,5
6.6,141,0.9981,3.11,9.3,white,5
6.2,149,0.99306,3.36,11,white,5
6.3,158,0.99378,3.2,10.3,white,5
6.2,95,0.99036,3.24,11.3,white,6
6.4,100,0.99094,3.03,10.9,white,6
4.7,90,0.9908,3.76,11.3,white,6
6.2,78,0.9899,3.36,12.1,white,6
7,83,0.99173,3.18,11.1,white,5
7.1,140,0.99356,3.11,9.8,white,5
5.7,125,0.99571,3.2,10.1,white,6
5.7,110,0.98945,3.26,12.4,white,6
6,104,0.98865,3.11,12.7,white,6
6.4,180,0.99514,3.14,9.6,white,5
6.4,180,0.99514,3.14,9.6,white,5
6,126,0.9943,3.24,9.1,white,5
5.9,122,0.99636,3.1,12.8,white,5
6.4,180,0.99514,3.14,9.6,white,5
6.2,155,0.98987,3.18,12.4,white,6
5.8,108,0.99288,3.23,9.55,white,4
5.8,126,0.9943,3.24,9.1,white,5
6.7,74,0.99064,3.29,12.5,white,6
6.4,68,0.99394,3.16,9.9,white,6
6.4,87,0.99175,3.47,11.2,white,6
6.7,122,0.98926,3.13,13,white,6
6.7,122,0.98926,3.13,13,white,6
5.8,116,0.99057,3.2,11.7,white,6
6.1,95,0.98898,2.97,13.1,white,6
6,50,0.9932,3.08,12,white,6
6.8,165,0.9972,3.36,10.55,white,6
7.5,84,0.9902,3.04,11.45,white,6
6.8,194,0.9988,3.18,10.2,white,6
7.5,84,0.9902,3.04,11.45,white,6
6.3,150,0.9958,3.1,9.3,white,5
6.8,106,0.9935,3.09,10.8,white,5
5.2,103,0.9925,3.27,12.2,white,6
7.8,175,0.992,3.2,11,white,6
6.6,182,0.9986,3.35,10.4,white,6
7.1,156,0.9914,3.14,11.4,white,6
5.8,104,0.9909,3.26,14.05,white,7
6.5,138,0.9943,3.03,10.7,white,5
6.4,162,0.994,3.15,10.2,white,5
6.6,100,0.9904,3.22,11.2,white,6
5.1,73,0.99,3.4,12.33333333,white,5
5.8,129,0.9902,3.2,11.5,white,4
6.7,100,0.9925,3.07,9.5,white,5
6.8,147,0.9886,3.24,13.4,white,6
6.1,110,0.9898,3.36,12.5,white,6
6.1,110,0.9898,3.36,12.5,white,6
6.8,97,0.9904,3.12,11.2,white,6
6.1,259,0.9964,3.19,8.8,white,5
7.1,118,0.9908,3.06,11.2,white,6
6.2,70,0.9899,3.16,12.7,white,6
6.8,82,0.993,3,9.8,white,6
9,40,0.9944,3.14,9.8,white,6
5.8,183,0.9956,3.32,11.7,white,6
5.8,230,0.9949,3.19,9.8,white,5
6.3,191,0.9929,3.17,9.6,white,5
9,40,0.9944,3.14,9.8,white,6
6.7,149,0.9975,3.12,9.7,white,5
6.6,137,0.995,3.16,10,white,6
5.8,183,0.9956,3.32,11.7,white,6
5.8,206,0.9946,3.32,12.3,white,6
6.8,82,0.993,3,9.8,white,6
6.4,101,0.9934,3.03,9,white,6
7.3,164.5,0.9984,3.06,9.1,white,6
7.3,162.5,0.9984,3.06,9.1,white,6
7.3,162.5,0.9984,3.06,9.1,white,6
5.8,121,0.9908,3.32,11.4,white,6
6.1,124,0.9963,3.14,10.5,white,5
6.4,105,0.98914,3.13,12.4,white,6
7.3,156,0.9984,3.06,9.1,white,6
7.3,152,0.9984,3.06,9.1,white,6
8.3,94,0.9937,3.18,10.1,white,5
7.1,134,0.993,2.99,10.9,white,6
8.3,60,0.9956,3.13,11.05,white,5
5.8,105,0.98963,3.26,12.75,white,6
6,111,0.98961,3.36,12.7,white,6
6.9,76,0.9948,3.05,11.1,white,5
6.9,76,0.9948,3.05,11.1,white,5
5.8,105,0.98963,3.26,12.75,white,6
6.3,101,0.989315,3.19,13,white,6
6.5,95,0.989435,2.96,12,white,6
5.9,47,0.9899,3.35,11.5,white,6
6.4,183,0.998275,3.39,10.5,white,5
6.9,76,0.9948,3.05,11.1,white,5
6.8,101,0.9914,3.1,11.1,white,6
7,113,0.9915,3.11,11.1,white,6
6.4,104,0.9924,3.22,13.1,white,6
5.7,105,0.98963,3.26,12.75,white,6
6,111,0.98961,3.36,12.7,white,6
6.8,97,0.997,3.09,9.6,white,5
6.1,138,0.9914,3.26,11.7,white,5
6.1,210,0.997,3.17,9.7,white,6
5.9,130,0.9944,3.38,10.9,white,6
6.9,110,0.9958,3.34,10.7,white,7
5.4,107,0.98889,3.33,13.8,white,6
6,72,0.989465,3.11,12.15,white,6
5.6,131,0.9954,3.49,10.8,white,7
5.6,119,0.9947,3.4,10.7,white,7
7,113,0.9912,3.16,10.8,white,7
5.8,159,0.9965,3.66,10.8,white,5
8.6,171,0.9948,3.03,12,white,5
5.8,159,0.9965,3.66,10.8,white,5
6.4,135,0.9925,3.23,12.2,white,6
6.2,126,0.9936,3.18,9.4,white,6
5.8,83,0.9898,3.3,11.4,white,6
5.7,101,0.98948,3.35,12.5,white,7
5.6,97,0.98823,3.2,13.05,white,7
6.8,99,0.9896,3.1,12.4,white,6
6.2,102,0.9908,3.08,12.9,white,7
6.1,133,0.9906,3.34,12,white,7
5.9,56,0.9904,3.19,11.3,white,5
6.3,96,0.99754,3.21,10,white,6
4.8,98,0.9898,3.42,11.8,white,7
6,125,0.998365,2.99,9.4,white,6
5.7,112,0.99837,2.97,8.8,white,6
6,138,0.99125,3.46,11.1,white,6
6.3,146,0.9943,3.1,10.5,white,6
6.4,150,0.99488,2.86,9.3,white,6
5.9,110,0.99034,3.02,11.4,white,6
5,158,0.99322,3.41,11.8,white,6
5.4,132,0.98895,3.28,12.4,white,6
8,108,0.99457,3.12,11.6,white,6
6.4,137,0.99304,3.26,11.1,white,5
5.4,132,0.98895,3.28,12.4,white,6
6.4,168,0.99331,3.22,11.1,white,6
7,251,0.99435,3.01,11,white,6
6.7,165,0.99122,3.12,12.2,white,6
6.5,113,0.99544,3.2,11,white,6
5.8,129,0.989,3.32,12.9,white,6
7.1,124,0.99414,3.07,10.9,white,6
6.7,114,0.99014,3.22,13.4,white,6
6.7,75,0.99551,3.15,10.7,white,6
6.5,113,0.99544,3.2,11,white,6
6.5,75,0.9908,3.3,11.4,white,7
8.3,116,0.9927,3,10.2,white,6
6.9,116,0.99244,2.8,11,white,6
6.4,139,0.99752,3.06,9.1,white,6
5,124,0.99114,3.18,11,white,6
6.8,146,0.99326,3.11,11.5,white,6
6.5,93,0.9906,3.16,12,white,6
6.9,112,0.993,3.04,11.2,white,5
6.6,177,0.99479,3.12,11.2,white,6
6.2,73,0.98942,2.9,12.6,white,7
6,50,0.99036,3.14,11,white,4
5.9,73,0.99201,3.22,10.8,white,6
5.9,77,0.99184,3.25,10.9,white,5
5.8,146,0.99441,3.16,9.8,white,5
5.8,145,0.99442,3.15,9.8,white,5
7.1,166,0.99474,2.9,9.5,white,5
6.1,132,0.9916,3.26,11.26666667,white,7
7.3,99,0.99198,3.01,10.8,white,5
5.2,129,0.98949,3.36,13.4,white,7
6.1,132,0.9916,3.26,11.3,white,7
6.4,196,0.99556,3.22,8.9,white,5
6.4,119,0.99151,3.07,11.2,white,6
7.5,95,0.99158,3.22,11.5,white,7
6.5,131,0.9902,3.26,13,white,7
6.6,125,0.99204,3.36,12.6,white,6
6.4,91,0.98988,3.26,13.1,white,6
8.3,158,0.99344,3.05,11.2,white,5
6.3,199,0.99394,3.39,11.7,white,6
6.1,99,0.99153,3.18,10.9,white,6
6.1,99,0.99153,3.18,10.9,white,6
5.6,73,0.98981,3.04,11.6,white,7
5.7,127,0.99524,3.23,10.4,white,7
6.6,102,0.99221,3.22,10.9,white,7
6.3,199,0.99394,3.39,11.7,white,6
6.2,188,0.99318,3.23,10.8,white,6
5.8,136,0.99366,3.11,11.2,white,6
5.8,120,0.99494,3.25,10,white,6
6.5,177,0.99212,3.28,10.56666667,white,5
6,118,0.99018,3.04,11.73333333,white,6
6.5,177,0.99212,3.28,10.6,white,5
6.9,195,0.99596,3.26,10.5,white,6
6,118,0.99018,3.04,11.75,white,6
6.6,126,0.99094,3.01,11.4,white,6
5.7,98,0.98968,3.37,12.4,white,7
6.5,197,0.99392,3.24,10.1,white,6
6.8,122,0.99024,3.09,12.3,white,6
5,158,0.98774,3.32,13.1,white,7
5.9,88,0.99094,3.29,10.65,white,7
5.8,101,0.99044,3.36,11.4,white,7
6.7,240,0.9938,3.11,9.3,white,5
5.7,84,0.99432,3.44,10.2,white,5
5.6,84,0.99432,3.44,10.2,white,5
5.7,113,0.98966,3.26,13.1,white,7
6.1,210,0.99309,3.24,9.6,white,5
6.3,73,0.98868,3.1,12.8,white,7
6,149,0.9937,3.09,10.96666667,white,7
6,149,0.9937,3.09,10.96666667,white,7
6,149,0.9937,3.09,10.96666667,white,7
6,149,0.9937,3.09,11,white,7
7.1,132,0.98975,3.21,13.4,white,6
6.6,85,0.98984,2.87,11.2,white,6
6.6,79,0.99063,3.27,12.4,white,6
8,150,0.99168,3.09,11.2,white,5
7.3,111,0.99272,3.14,12.4,white,6
6,111,0.99362,3.32,10.13333333,white,7
6.1,114,0.99365,3.32,10.13333333,white,7
7.3,111,0.99272,3.14,12.4,white,6
6.4,221,0.99642,3.17,9.1,white,5
6.1,114,0.99365,3.32,10.15,white,7
6,111,0.99362,3.32,10.15,white,7
5.9,117,0.99134,3.46,11.5,white,5
6.6,137,0.99732,3.08,8.9,white,6
4.9,168,0.99212,3.47,10.46666667,white,5
4.9,168,0.99212,3.47,10.46666667,white,5
